,21-11-2018;teams_700.csv;Ceiling,21-11-2018;teams_700.csv;Points,21-11-2018;teams_700.csv;Floor,21-11-2018;teams_800.csv;Ceiling,21-11-2018;teams_800.csv;Points,21-11-2018;teams_800.csv;Floor,21-11-2018;teams_900.csv;Ceiling,21-11-2018;teams_900.csv;Points,21-11-2018;teams_900.csv;Floor,23-11-2018;teams_700.csv;Ceiling,23-11-2018;teams_700.csv;Points,23-11-2018;teams_700.csv;Floor,23-11-2018;teams_800.csv;Ceiling,23-11-2018;teams_800.csv;Points,23-11-2018;teams_800.csv;Floor,23-11-2018;teams_1200.csv;Ceiling,23-11-2018;teams_1200.csv;Points,23-11-2018;teams_1200.csv;Floor,23-11-2018;teams_1030.csv;Ceiling,23-11-2018;teams_1030.csv;Points,23-11-2018;teams_1030.csv;Floor,24-11-2018;teams_730.csv;Ceiling,24-11-2018;teams_730.csv;Points,24-11-2018;teams_730.csv;Floor,24-11-2018;teams_800.csv;Ceiling,24-11-2018;teams_800.csv;Points,24-11-2018;teams_800.csv;Floor,24-11-2018;teams_830.csv;Ceiling,24-11-2018;teams_830.csv;Points,24-11-2018;teams_830.csv;Floor,25-11-2018;teams_330.csv;Ceiling,25-11-2018;teams_330.csv;Points,25-11-2018;teams_330.csv;Floor,25-11-2018;teams_600.csv;Ceiling,25-11-2018;teams_600.csv;Points,25-11-2018;teams_600.csv;Floor,25-11-2018;teams_800.csv;Ceiling,25-11-2018;teams_800.csv;Points,25-11-2018;teams_800.csv;Floor,26-11-2018;teams_700.csv;Ceiling,26-11-2018;teams_700.csv;Points,26-11-2018;teams_700.csv;Floor,26-11-2018;teams_800.csv;Ceiling,26-11-2018;teams_800.csv;Points,26-11-2018;teams_800.csv;Floor,26-11-2018;teams_900.csv;Ceiling,26-11-2018;teams_900.csv;Points,26-11-2018;teams_900.csv;Floor
47,285.75,247.75,258.0,224.0,202.75,231.25,293.25,275.75,280.25,237.0,243.5,256.75,212.25,260.5,256.5,268.75,236.5,234.25,193.5,229.0,196.75,269.0,280.0,275.5,327.5,261.25,295.0,228.75,268.75,214.25,282.25,278.25,274.75,311.5,250.25,284.25,204.25,245.75,258.5,291.0,318.0,222.0,257.25,277.75,292.0,223.0,190.75,239.5
48,268.75,270.5,257.25,234.5,236.75,222.5,291.0,267.75,282.5,272.75,218.0,263.75,204.75,228.0,247.25,260.75,232.75,255.0,228.25,216.5,249.75,288.0,286.0,314.0,272.0,281.25,301.75,268.0,255.25,254.25,288.5,297.5,272.0,316.5,292.75,287.75,228.0,234.75,195.5,306.0,290.25,265.0,292.25,287.5,224.75,236.0,198.25,250.5
49,288.0,254.25,246.0,254.25,280.75,231.75,306.5,286.25,312.75,263.0,246.25,221.75,219.75,248.5,209.25,244.0,254.0,216.5,214.0,215.75,193.75,273.0,345.25,312.25,311.25,258.0,300.75,247.0,297.0,244.5,274.0,302.75,262.0,296.0,311.75,296.25,241.5,204.25,248.0,295.0,287.0,266.0,280.5,297.25,294.5,221.25,205.5,214.5
50,266.0,299.0,268.0,245.25,247.25,233.0,282.5,290.5,281.75,251.75,238.5,235.0,240.75,223.25,248.5,244.25,248.25,243.75,189.25,232.25,219.0,281.0,268.75,294.0,328.25,285.5,278.0,262.0,269.5,239.75,310.0,291.5,284.5,284.25,305.25,271.75,247.75,198.25,234.75,291.75,341.25,256.75,259.5,309.25,257.25,216.5,171.0,214.25
51,286.0,275.0,292.75,233.5,235.0,261.0,294.5,293.5,283.5,223.5,251.75,196.0,241.5,246.75,245.5,246.0,242.25,234.5,209.0,224.25,172.25,289.5,274.0,289.5,341.0,282.0,310.75,209.5,275.5,238.25,287.0,275.5,261.25,272.25,272.75,288.25,220.75,243.75,232.75,295.75,318.0,253.25,271.25,259.5,264.5,237.5,233.0,233.75
52,273.0,281.75,280.0,237.5,256.25,222.75,295.0,281.25,290.75,289.5,251.5,211.0,216.25,226.0,223.0,229.5,244.25,219.75,215.75,230.5,233.0,358.25,316.0,339.25,299.25,299.75,310.75,270.25,265.5,256.75,297.25,283.75,299.75,285.5,239.0,288.25,222.75,242.5,214.5,267.25,333.75,289.25,289.75,262.25,246.0,227.5,230.25,246.25
53,301.25,259.0,247.0,248.25,233.25,224.0,298.0,280.5,285.75,240.5,209.75,251.5,255.0,288.25,279.25,236.75,229.75,222.0,223.0,202.25,216.5,301.0,289.25,290.5,304.25,317.25,328.0,289.0,302.5,218.5,273.75,272.25,266.0,285.5,306.5,249.0,226.0,226.75,231.25,298.0,323.0,258.0,309.25,292.75,278.75,216.5,213.5,200.75
54,262.0,272.25,259.0,244.5,241.0,230.25,290.0,296.5,304.5,230.75,223.0,237.0,247.25,272.25,233.5,217.75,240.25,234.25,216.25,213.5,200.75,266.5,258.5,297.25,302.25,228.25,279.5,235.0,277.25,239.0,281.0,294.0,263.25,296.5,308.75,259.25,216.25,238.0,233.75,328.0,289.0,293.0,273.75,262.25,310.25,195.25,181.5,211.5
55,294.25,246.5,225.75,251.75,223.75,233.25,316.0,296.5,287.5,241.5,256.25,221.75,251.75,252.0,244.75,256.75,256.5,254.25,217.75,215.75,194.5,270.5,295.0,290.0,297.5,223.0,285.0,256.5,304.25,240.25,282.0,282.0,273.25,271.5,257.0,261.25,232.25,242.25,227.75,292.75,276.0,246.5,268.25,272.0,252.75,232.75,199.0,246.0
56,304.0,309.5,291.25,256.75,228.75,240.75,307.25,272.25,294.75,264.25,254.75,277.0,253.75,224.0,254.0,242.0,242.25,229.25,194.5,226.0,219.5,313.75,326.75,288.25,335.5,332.25,276.5,238.25,268.5,243.0,275.75,290.0,246.75,252.0,318.25,256.75,237.0,220.75,227.25,310.75,286.75,276.75,292.0,282.0,257.0,227.25,179.5,227.0
57,270.25,290.0,272.0,259.75,257.5,252.0,294.0,295.75,291.75,258.5,232.75,227.25,227.25,247.75,226.75,241.0,253.75,216.25,223.25,224.0,204.5,324.5,255.75,316.75,310.75,254.5,272.75,221.75,256.25,233.25,258.5,268.25,273.0,285.0,275.0,294.0,223.5,246.5,227.5,296.0,331.25,260.25,262.25,298.0,282.75,218.0,221.25,227.25
58,262.5,269.25,239.5,233.0,235.75,231.5,284.25,291.25,308.5,270.75,238.0,227.0,216.5,252.75,261.5,230.25,260.5,237.25,210.25,235.25,199.75,283.5,284.5,270.0,323.5,316.75,306.75,230.5,299.75,222.0,291.25,231.75,257.75,284.75,278.25,271.5,220.25,240.25,232.25,296.75,282.75,239.75,281.75,255.5,221.25,208.0,223.75,202.0
59,292.25,294.0,309.25,256.25,237.5,231.75,322.25,275.25,321.75,232.5,252.25,222.25,273.5,250.25,256.75,241.5,223.75,237.0,210.75,219.75,178.0,303.0,288.5,301.25,302.0,254.0,309.75,234.0,263.75,195.5,278.5,291.75,261.25,249.0,236.25,292.25,232.25,234.0,196.0,292.5,295.5,224.25,296.5,274.25,301.25,207.5,219.0,221.75
60,269.0,264.0,243.0,236.25,248.25,215.75,301.5,268.5,289.0,216.5,257.5,220.0,266.0,234.75,301.5,226.75,253.25,256.25,218.0,240.5,225.25,307.0,260.5,311.5,274.0,298.5,307.75,272.25,279.75,244.25,264.0,284.5,234.75,271.75,317.0,275.25,231.0,221.5,221.75,299.5,285.0,277.5,242.0,257.75,236.0,202.75,202.25,222.25
61,286.75,284.0,270.75,240.75,257.25,256.5,296.5,275.0,295.75,232.5,270.25,218.5,244.5,251.25,235.0,208.75,236.0,217.0,201.75,220.75,192.5,307.5,274.75,315.25,304.25,240.0,317.75,278.5,273.75,209.75,262.5,286.75,265.25,295.75,301.5,310.0,200.25,275.25,251.5,298.25,317.0,271.0,240.75,271.0,275.25,224.25,197.5,221.5
62,272.5,262.0,243.0,266.75,258.5,264.5,311.25,266.75,293.0,240.0,277.75,262.5,237.0,241.25,277.5,210.5,241.5,244.75,189.0,219.75,228.75,323.5,309.25,288.5,317.75,255.5,312.25,233.25,241.0,234.25,296.5,299.5,238.75,310.25,263.0,316.5,226.25,229.5,230.75,269.75,295.25,274.75,292.75,294.0,274.25,245.0,216.5,218.25
63,249.75,265.0,236.0,240.0,268.75,252.25,317.0,290.25,297.25,258.0,239.25,252.5,264.75,249.75,195.0,243.5,245.25,216.25,195.75,211.25,183.25,282.5,271.5,315.25,293.75,225.25,312.75,262.5,294.25,270.5,255.5,275.75,301.0,282.5,296.25,300.5,244.0,233.75,234.25,277.25,269.0,250.0,264.5,278.75,257.0,223.75,221.75,210.5
64,266.25,302.0,266.75,205.25,229.25,248.0,301.5,276.75,303.75,225.0,244.75,247.5,245.5,257.75,259.5,248.0,246.75,233.5,221.5,198.25,227.25,327.75,260.25,312.5,304.0,256.5,311.0,249.5,266.75,245.5,266.25,306.0,277.25,322.5,254.25,246.25,243.75,212.25,235.0,287.75,300.75,265.0,251.75,273.5,289.5,183.5,212.5,240.0
65,284.0,249.75,273.5,250.0,246.25,228.5,293.0,288.5,275.0,264.25,244.0,219.5,217.25,228.75,261.5,252.0,240.5,239.75,205.25,222.0,197.75,301.0,273.75,306.25,328.5,242.25,261.25,252.25,273.5,263.25,302.75,294.25,277.0,254.25,271.0,280.75,238.75,236.0,266.25,286.25,309.75,234.0,275.5,277.5,297.75,230.25,205.0,223.0
66,291.5,291.0,283.5,243.25,233.25,217.25,300.5,286.0,285.25,262.75,203.0,236.0,227.5,243.0,265.5,270.5,243.75,199.0,222.5,209.5,224.5,331.75,256.75,289.75,287.0,294.5,316.0,245.5,299.75,238.25,261.5,262.5,246.5,317.75,336.25,293.0,200.25,207.25,192.5,265.25,289.5,271.5,249.5,290.75,296.75,199.75,205.25,239.75
67,265.75,291.75,254.75,215.0,223.0,248.0,310.0,271.25,301.25,225.5,291.0,256.0,262.5,222.0,222.25,247.0,225.0,234.75,200.0,218.25,194.5,308.25,259.5,284.75,262.25,296.0,288.0,239.5,253.25,237.0,277.25,288.5,252.5,261.5,310.0,292.75,236.5,251.5,247.75,295.25,301.25,269.75,291.75,273.75,259.5,207.25,215.25,222.75
68,269.75,297.25,254.0,209.0,268.25,229.75,279.75,292.0,277.5,274.25,231.0,269.25,255.5,250.0,250.5,249.0,265.5,234.5,190.75,195.0,234.0,314.0,265.75,268.5,312.25,301.5,309.25,233.5,301.5,252.0,301.25,281.75,274.5,313.0,253.25,274.5,245.5,256.25,229.75,290.0,306.25,237.5,290.5,241.0,232.5,215.0,222.5,203.75
69,266.75,298.25,291.75,266.25,240.5,218.5,305.75,310.5,284.0,263.25,211.0,226.75,242.75,267.75,241.0,281.25,238.5,219.0,208.25,241.5,225.25,318.0,268.25,292.75,319.0,296.0,315.25,229.0,271.25,225.5,284.25,283.0,251.5,300.25,251.0,285.25,198.25,228.25,221.25,295.5,287.75,252.0,256.25,288.5,229.5,236.5,210.5,205.5
70,250.0,279.5,251.25,239.5,247.5,218.75,311.75,282.25,290.75,234.0,263.0,230.25,248.0,266.5,237.5,239.75,263.5,225.25,226.75,246.75,207.0,347.75,268.25,292.75,266.25,302.25,301.25,258.5,265.75,253.25,271.0,251.25,287.5,262.5,282.75,295.0,209.0,277.5,222.75,299.25,300.75,247.5,314.25,274.25,262.0,213.5,183.25,235.0
71,277.75,262.5,308.0,227.5,222.25,254.5,289.75,269.75,292.5,262.75,250.75,218.0,262.25,214.25,226.0,269.25,264.5,253.75,205.75,234.25,188.75,272.0,333.5,298.0,300.25,311.0,320.5,224.0,287.25,261.75,278.75,281.25,266.0,343.0,306.5,321.0,259.75,212.75,223.75,298.75,256.5,230.75,257.0,248.25,281.0,204.25,209.0,218.0
72,308.25,268.5,268.25,239.0,262.25,225.5,280.75,262.0,299.75,215.25,221.75,259.0,218.0,229.75,236.25,265.5,224.75,231.0,216.0,230.5,215.75,284.5,282.25,285.5,334.75,242.75,307.0,213.75,292.75,203.75,295.25,291.0,234.5,295.0,333.25,245.0,214.25,186.5,269.75,298.0,293.25,234.75,271.0,310.25,273.75,190.5,198.5,198.5
73,275.25,305.25,259.0,259.0,241.25,226.75,301.5,285.0,290.75,239.75,231.5,241.25,241.5,224.0,240.0,261.25,227.75,259.25,223.25,252.0,225.75,288.5,266.25,295.75,293.75,302.0,298.5,249.0,276.5,206.5,246.25,290.5,246.5,321.25,285.25,286.5,277.5,220.0,211.5,300.25,257.75,256.5,294.0,260.5,246.75,192.5,193.75,235.75
74,293.0,274.5,288.75,274.0,250.75,228.5,316.25,296.75,313.5,258.0,277.75,245.75,211.75,256.0,245.0,253.0,237.5,221.75,193.0,223.5,221.75,305.0,327.25,291.25,248.75,226.5,292.0,266.75,272.0,178.75,314.75,312.0,239.5,319.0,305.75,264.0,250.5,240.0,259.25,313.75,315.0,266.0,269.75,293.75,275.75,218.0,204.0,214.75
75,264.25,311.5,283.5,277.0,248.5,221.0,286.5,315.5,300.75,213.5,211.75,215.25,235.5,244.0,218.75,231.5,262.5,214.0,198.0,209.0,194.0,314.0,249.5,296.75,325.25,278.0,274.5,254.5,261.0,278.5,290.0,260.5,285.75,256.75,293.25,248.0,229.5,213.25,205.5,300.25,306.0,230.5,269.5,257.25,251.0,204.5,211.25,198.25
76,262.25,297.0,276.75,278.0,232.25,219.5,315.25,300.75,266.0,257.75,202.75,256.0,224.5,241.75,259.0,245.5,247.25,255.75,221.25,234.25,206.0,314.25,319.0,285.25,317.25,277.75,299.25,223.5,311.5,245.25,305.0,290.5,274.25,330.0,261.0,276.0,211.75,255.0,244.25,259.25,290.25,270.0,286.5,263.0,315.0,208.75,236.0,214.5
77,282.75,279.75,259.75,257.75,266.25,227.0,266.25,291.5,283.0,226.25,246.5,228.75,253.75,241.5,247.5,263.0,243.5,221.5,213.5,196.5,205.5,326.5,331.0,302.5,324.5,234.0,319.25,265.25,310.0,247.25,259.75,259.0,278.5,250.5,287.0,267.75,202.5,209.0,223.5,309.0,335.5,301.5,293.5,273.0,253.5,216.5,219.25,199.5
78,274.75,262.5,243.75,233.75,238.5,229.0,315.5,283.5,297.5,220.75,222.5,249.5,224.0,217.25,224.25,244.75,243.0,216.5,222.25,220.75,234.0,290.75,278.25,304.25,307.75,301.5,301.75,270.0,282.25,211.0,300.25,263.0,275.75,234.75,270.5,292.0,220.5,227.5,233.5,303.0,329.5,284.5,255.5,256.5,245.75,223.75,187.25,193.5
79,268.75,278.5,269.25,238.5,246.5,230.0,287.0,314.5,298.0,264.25,269.5,213.75,253.75,252.75,244.0,220.75,284.75,210.5,196.0,206.0,211.25,297.0,285.5,277.75,318.0,301.5,334.0,226.25,242.5,224.0,313.25,281.5,296.25,278.75,245.25,263.75,246.75,221.25,217.75,291.25,283.75,253.25,275.75,277.0,226.0,187.25,190.5,208.75
80,283.25,269.0,222.5,231.25,268.0,237.5,276.0,271.25,247.5,243.25,244.75,258.0,252.0,284.25,281.0,196.75,246.5,244.0,200.75,228.25,200.25,297.25,247.0,332.25,328.75,299.0,301.0,282.25,272.25,248.5,261.75,265.25,279.25,305.0,300.75,265.25,232.5,246.5,262.5,288.0,266.25,266.75,229.5,269.75,296.25,198.5,224.75,208.5
81,287.75,272.25,275.0,234.5,289.0,228.25,281.5,283.0,264.5,237.75,250.25,214.0,253.5,233.75,236.0,230.75,241.75,218.0,240.25,215.75,206.25,329.25,270.0,284.25,318.75,284.25,295.5,276.75,296.5,226.75,305.5,278.75,267.5,318.25,295.5,282.5,216.0,250.5,238.25,311.75,273.25,257.5,275.25,268.5,269.25,216.75,194.0,204.25
82,274.75,285.75,299.5,259.5,250.0,220.0,281.0,270.5,301.5,232.25,236.0,261.25,223.75,223.75,260.25,242.0,244.25,241.25,208.0,215.0,193.0,272.0,266.5,268.75,328.5,258.0,321.5,241.5,306.0,230.0,286.75,298.5,274.25,293.25,280.25,276.0,246.0,245.5,232.25,311.25,279.5,264.75,274.0,285.5,268.25,215.25,208.0,226.75
83,302.0,289.75,309.0,232.75,276.75,228.5,265.25,306.5,312.75,269.0,194.5,230.0,252.5,250.5,240.5,242.5,270.5,224.5,216.5,200.75,190.75,302.5,260.5,289.0,251.75,258.75,318.25,256.25,268.75,230.25,277.5,262.5,271.5,249.0,240.0,279.0,232.0,205.25,247.5,300.0,286.25,250.25,273.25,289.5,252.5,208.75,191.75,204.0
84,259.25,271.5,306.0,236.25,261.5,230.5,262.5,280.5,306.25,244.25,213.0,228.0,222.75,223.75,240.5,227.75,260.25,224.25,232.25,226.5,211.5,295.5,261.25,281.75,286.75,280.25,325.0,278.5,281.5,259.0,297.75,276.5,247.75,305.25,314.75,306.5,261.5,210.25,230.25,296.75,283.75,248.0,297.75,239.75,277.5,184.0,227.5,221.75
85,317.25,324.75,267.5,249.5,255.0,212.5,293.0,265.75,316.75,221.25,215.5,256.5,265.0,263.25,241.0,245.25,227.0,196.0,234.25,231.75,210.75,300.25,292.25,308.5,307.75,285.25,308.5,244.25,268.0,268.25,292.75,287.25,250.5,272.0,270.25,292.75,227.75,219.25,258.75,299.5,329.5,253.25,272.0,273.0,270.25,216.25,221.25,243.5
86,301.75,290.25,270.75,253.75,251.75,228.75,304.0,299.0,286.0,231.0,236.5,217.75,246.5,272.0,243.0,249.5,227.75,243.5,209.75,229.75,229.0,328.75,247.25,281.75,311.5,286.75,335.0,247.5,270.5,267.0,260.25,260.75,255.5,336.75,213.25,263.5,238.25,175.0,260.25,279.5,262.25,290.0,305.25,266.75,240.75,236.0,210.75,243.25
87,289.0,268.5,239.0,249.75,248.25,249.0,304.0,284.25,303.0,256.0,265.25,232.5,218.5,246.25,257.0,214.25,240.5,203.5,216.75,219.25,208.75,303.5,314.75,261.75,324.25,283.5,300.0,259.75,306.5,245.25,294.0,269.0,270.25,308.75,273.0,285.0,230.5,263.5,255.0,306.0,338.75,243.5,279.25,260.75,243.75,214.75,216.25,216.75
88,287.0,295.75,214.5,288.0,246.75,257.75,307.0,305.0,253.0,244.75,204.75,227.75,235.5,226.25,211.75,247.75,252.0,246.75,213.0,253.5,200.0,307.5,285.5,345.25,285.5,239.25,296.5,249.5,311.5,242.5,261.75,261.5,273.5,287.75,252.0,277.5,203.0,252.75,199.25,288.75,311.0,240.0,277.75,248.5,260.25,214.75,214.75,235.0
89,285.0,284.5,284.5,238.75,254.75,222.0,268.0,286.5,254.75,259.0,234.25,222.75,223.75,236.25,254.0,240.25,226.0,220.75,221.0,199.5,194.25,261.5,294.0,286.75,311.0,244.75,300.0,211.0,253.5,265.0,263.25,284.0,266.0,246.0,291.5,279.5,218.75,197.5,257.25,288.25,247.0,277.0,277.5,279.0,292.75,220.0,210.0,250.25
90,275.0,244.5,269.25,245.0,245.5,245.25,272.5,279.75,290.0,254.0,213.5,211.25,264.75,254.75,212.25,255.0,267.5,249.0,229.25,224.5,216.0,315.5,304.75,307.0,335.75,280.75,302.5,255.75,290.0,233.75,268.75,285.25,277.5,300.5,233.0,228.75,235.25,240.0,207.5,277.75,262.0,296.0,277.75,255.25,291.75,210.0,195.25,232.5
91,301.5,267.25,240.75,257.5,221.0,214.25,259.75,265.0,262.0,235.75,243.5,224.25,252.75,238.5,245.0,223.75,247.0,245.5,220.25,212.25,211.75,319.5,292.0,308.25,294.0,253.0,327.25,227.75,247.75,209.0,288.5,279.25,289.5,290.75,235.0,282.5,262.0,218.75,222.25,252.0,257.5,230.0,260.5,274.5,225.5,199.5,199.5,232.25
92,260.75,307.5,266.25,245.75,224.25,221.75,295.5,285.75,307.0,251.0,224.0,222.25,226.0,242.75,244.75,246.75,250.25,226.5,211.75,213.0,193.25,278.0,329.25,293.5,314.75,253.25,301.25,218.25,264.5,204.25,269.75,280.5,275.5,263.25,231.0,283.75,231.0,206.75,201.5,306.25,302.75,257.25,284.5,291.75,233.25,227.5,237.5,244.75
93,268.75,272.75,292.5,248.75,239.75,251.25,277.0,304.25,282.75,219.0,268.75,231.5,263.0,228.5,281.75,240.25,251.5,206.25,188.5,223.25,200.75,284.25,265.75,265.0,323.75,246.5,309.25,245.5,330.5,219.25,285.0,315.25,291.0,288.5,256.25,307.75,214.0,209.75,240.25,260.75,307.0,282.5,248.25,286.5,264.75,201.5,218.0,199.25
94,259.25,261.0,257.75,249.75,254.0,230.75,297.25,280.0,275.75,242.5,251.5,246.25,253.75,245.0,270.25,234.0,214.25,231.75,217.25,198.5,173.0,288.25,284.5,284.5,306.75,217.75,300.75,272.0,306.5,236.5,268.75,275.75,251.75,247.5,278.25,265.0,224.75,188.0,251.0,286.75,306.5,226.5,257.5,274.75,261.75,227.0,218.0,225.75
95,292.25,292.0,254.75,251.0,235.75,223.0,292.5,277.0,263.0,260.0,251.25,234.25,253.5,254.0,244.0,266.0,237.5,231.5,193.25,186.0,214.75,290.5,250.25,294.5,301.25,247.5,282.5,234.5,283.0,241.0,291.5,277.25,249.0,295.0,316.5,289.0,227.5,238.0,253.0,301.0,300.5,248.75,298.0,242.0,294.25,236.25,198.75,225.5
96,298.25,262.0,235.25,263.5,235.5,226.25,284.5,262.25,286.75,237.75,260.0,261.0,229.5,258.75,214.5,225.0,246.0,241.75,204.75,200.75,219.5,294.5,288.0,294.25,247.5,289.75,297.0,189.25,317.0,221.25,283.5,269.0,285.5,303.75,253.25,269.25,201.5,232.0,240.5,286.25,309.0,289.25,258.25,275.25,264.25,213.5,184.0,206.75
97,304.25,312.25,237.0,256.75,223.5,261.5,310.5,291.25,280.75,225.5,237.75,223.0,238.5,264.5,249.5,253.5,249.0,263.75,222.0,226.0,190.5,313.0,271.75,335.25,295.5,250.5,285.0,284.75,268.25,243.5,275.75,282.25,232.5,333.75,248.0,284.0,186.5,200.25,234.25,284.75,330.75,261.0,256.75,270.0,237.25,201.25,208.75,200.75
98,256.0,256.0,275.5,244.5,262.75,235.0,280.75,310.0,295.75,206.5,228.75,216.5,231.75,237.25,205.5,207.0,228.5,233.75,200.0,236.75,233.5,329.5,251.0,321.25,305.25,306.75,313.0,214.0,262.75,243.75,293.0,273.75,254.75,296.0,272.0,318.5,220.25,207.75,251.25,263.75,261.0,283.5,277.0,286.75,232.25,201.5,192.0,200.5
99,287.75,280.5,317.25,229.75,259.75,236.75,291.25,309.25,260.25,276.25,248.5,221.0,266.5,218.0,234.25,252.5,248.5,246.5,199.5,210.25,195.75,314.75,303.0,304.25,318.25,284.25,299.75,222.25,282.5,228.75,267.25,260.0,305.25,261.75,281.75,259.75,199.0,252.0,249.0,303.75,333.0,271.75,264.5,238.75,240.25,222.25,196.25,212.0
